wkt_geom,fid,date,lai,location,protocol_version,Barcode Biomass Sample,Barcode Leaf Area Sample,Row Spacing [cm],leaf_area_cm2,Comment,tmean_degC,gdd,gdd_cumsum,parcel,genotype,index_right,point_id
Point (1009573.51416965096723288 6051626.82191083673387766),1,2022-03-17 10:34:56,0.4472642662,Arenenberg,v2.0,13508,13541,12,107.3434239,,8.6,8.6,694.5,Broatefaeld,,1,1
Point (1009584.96292864845599979 6051647.73649800289422274),2,2022-03-28 09:07:15,0.3315863111,Arenenberg,v2.0,13574,13637,13,43.10622044,2nd fertilizer application (N),11.6,11.6,802.1,Broatefaeld,,1,1
Point (1009582.48096459521912038 6051635.1835830258205533),3,2022-05-11 09:48:44,2.77,Arenenberg,v3.0,14970,0,14,0,,20.9,20.9,1287.6,Broatefaeld,,1,1
Point (1009582.48096459521912038 6051635.1835830258205533),4,2022-05-11 09:48:44,2.77,Arenenberg,v3.0,14970,0,14,0,,20.9,20.9,1287.6,Broatefaeld,,1,1
Point (1009579.29919864726252854 6051649.44763076212257147),5,2022-05-19 13:14:04,3.67,Arenenberg,v3.0,15096,0,13,0,,21.6,21.6,1447.6,Broatefaeld,,1,1
Point (1009585.41080186096951365 6051642.90791872143745422),6,2022-06-15 11:45:12,3.78,Arenenberg,v3.0,20147,0,14,0,,22.2,22.2,1926.4,Broatefaeld,,1,1
Point (1009492.75703100266400725 6051671.33907577395439148),7,2022-03-17 11:09:43,0.7558729996,Arenenberg,v2.0,13507,13540,12,181.4095199,,8.6,8.6,694.5,Broatefaeld,,3,3
Point (1009508.0780271504772827 6051675.25321657489985228),8,2022-03-28 09:22:47,0.4561789692,Arenenberg,v2.0,13573,13636,13,59.303266,2nd fertilizer application (N),11.6,11.6,802.1,Broatefaeld,,3,3
Point (1009507.05165103846229613 6051673.70834308862686157),9,2022-05-11 09:58:08,2.8,Arenenberg,v3.0,14971,0,14,0,,20.9,20.9,1287.6,Broatefaeld,,3,3
Point (1009507.05165103846229613 6051673.70834308862686157),10,2022-05-11 09:58:08,2.8,Arenenberg,v3.0,14971,0,14,0,,20.9,20.9,1287.6,Broatefaeld,,3,3
Point (1009501.12666166317649186 6051669.77341995295137167),11,2022-05-19 13:20:06,3.54,Arenenberg,v3.0,15097,0,13,0,,21.6,21.6,1447.6,Broatefaeld,,3,3
Point (1009502.20902192709036171 6051681.80680850800126791),12,2022-06-15 11:59:39,3.82,Arenenberg,v3.0,20148,0,14,0,,22.2,22.2,1926.4,Broatefaeld,,3,3
Point (1009427.3955340376123786 6051716.23056713491678238),13,2022-03-17 11:38:36,0.5839359384,Arenenberg,v2.0,13506,13539,12,140.1446252,,8.6,8.6,694.5,Broatefaeld,,0,0
Point (1009426.02392232406418771 6051722.79804564081132412),14,2022-03-28 10:04:32,0.8701463241,Arenenberg,v2.0,13571,13634,13,113.1190221,2nd fertilizer application (N),11.6,11.6,802.1,Broatefaeld,,0,0
Point (1009423.46731273527257144 6051727.94534505158662796),15,2022-05-11 10:04:38,2.99,Arenenberg,v3.0,14972,0,14,0,,20.9,20.9,1287.6,Broatefaeld,,0,0
Point (1009423.46731273527257144 6051727.94534505158662796),16,2022-05-11 10:04:38,2.99,Arenenberg,v3.0,14972,0,14,0,,20.9,20.9,1287.6,Broatefaeld,,0,0
Point (1009423.82187902869191021 6051725.34744792617857456),17,2022-05-19 13:25:27,3.6,Arenenberg,v3.0,15098,0,13,0,,21.6,21.6,1447.6,Broatefaeld,,0,0
Point (1009419.74436665559187531 6051725.12576074339449406),18,2022-06-15 12:03:41,3.95,Arenenberg,v3.0,20149,0,14,0,,22.2,22.2,1926.4,Broatefaeld,,0,0
Point (1009435.90512507711537182 6051678.46073504909873009),19,2022-03-28 09:44:50,0.5219298907,Arenenberg,v2.0,13572,13635,13,67.8508858,2nd fertilizer application (N),11.6,11.6,802.1,Broatefaeld,,2,2
Point (1009435.23331525817047805 6051680.67066747881472111),20,2022-05-11 10:11:50,2.85,Arenenberg,v3.0,14973,0,14,0,,20.9,20.9,1287.6,Broatefaeld,,2,2
Point (1009435.23331525817047805 6051680.67066747881472111),21,2022-05-11 10:11:50,2.85,Arenenberg,v3.0,14973,0,14,0,,20.9,20.9,1287.6,Broatefaeld,,2,2
Point (1009434.40288367646280676 6051680.34506611526012421),22,2022-05-19 13:30:34,3.52,Arenenberg,v3.0,15099,0,13,0,,21.6,21.6,1447.6,Broatefaeld,,2,2
Point (1009440.3092116677435115 6051683.71192337945103645),23,2022-06-15 12:07:30,4.4,Arenenberg,v3.0,20150,0,14,0,,22.2,22.2,1926.4,Broatefaeld,,2,2
Point (967255.58851998194586486 6015280.676189417950809),24,2022-03-11 13:47:27,0.06804567942,Strickhof,v2.0,13489,13522,12,16.33096306,,5.7,5.7,394.2,Bramenwies,Montalbano,0,0
Point (967260.41248770954553038 6015282.26286165975034237),25,2022-03-18 13:00:01,0.3283328475,Strickhof,v2.0,13552,13615,13,85.36654034,,7.5,7.5,452,Bramenwies,Montalbano,0,0
Point (967242.61885820026509464 6015281.65578703209757805),26,2022-05-06 10:16:44,3.63,Strickhof,v3.0,17223,0,15,0,No red dot,11.2,11.2,919.6,Bramenwies,Montalbano,0,0
Point (967244.28905205545015633 6015275.85408729407936335),27,2022-05-13 12:38:35,4.2,Strickhof,v3.0,17286,0,13,0,,17,17,1035.8,Bramenwies,Montalbano,0,0
Point (967245.83794691588263959 6015292.34858507663011551),28,2022-05-20 13:18:14,4.13,Strickhof,v3.0,21006,0,15,0,,23,23,1175.6,Bramenwies,Montalbano,0,0
Point (967243.27554432686883956 6015288.64131831750273705),29,2022-05-27 10:07:57,5.19,Strickhof,v3.0,20221,0,15,0,,16.4,16.4,1292.9,Bramenwies,Montalbano,0,0
Point (967240.66874358686618507 6015287.28502616100013256),30,2022-06-03 12:49:48,6.9,Strickhof,v3.0,20284,0,15,0,,18.2,18.2,1397.2,Bramenwies,Montalbano,0,0
Point (967243.7945253832731396 6015283.52530109044164419),31,2022-06-10 12:48:25,6.7,Strickhof,v3.0,20691,0,12,0,,15.7,15.7,1514.4,Bramenwies,Montalbano,0,0
Point (967242.09633945219684392 6015287.18154746666550636),32,2022-06-17 13:35:34,4.61,Strickhof,v3.0,20754,0,12,0,,22.9,22.9,1662.4,Bramenwies,Montalbano,0,0
Point (967283.93516206333879381 6015220.32077283877879381),33,2022-03-11 14:14:39,0.1230504723,Strickhof,v2.0,13488,13521,12,29.53211335,,5.7,5.7,394.2,Bramenwies,Montalbano,2,2
Point (967287.35952600138261914 6015213.33946708310395479),34,2022-03-18 13:48:09,0.1597654569,Strickhof,v2.0,13553,13616,14,44.73432793,,7.5,7.5,452,Bramenwies,Montalbano,2,2
Point (967279.54040616459678859 6015221.49352238327264786),35,2022-05-06 10:34:05,3.24,Strickhof,v3.0,17224,0,15,0,No red dot,11.2,11.2,919.6,Bramenwies,Montalbano,2,2
Point (967266.24417016527149826 6015223.71484842337667942),36,2022-05-13 12:52:50,3.61,Strickhof,v3.0,17287,0,15,0,,17,17,1035.8,Bramenwies,Montalbano,2,2
Point (967267.21456212585326284 6015231.21355264727026224),37,2022-05-20 13:40:43,4.8,Strickhof,v3.0,21007,0,15,0,,23,23,1175.6,Bramenwies,Montalbano,2,2
Point (967282.68484934489242733 6015219.67231139540672302),38,2022-05-27 10:18:03,6.3,Strickhof,v3.0,20222,0,15,0,,16.4,16.4,1292.9,Bramenwies,Montalbano,2,2
Point (967283.02075425430666655 6015227.44005486369132996),39,2022-06-03 12:57:47,5.9,Strickhof,v3.0,20285,0,15,0,,18.2,18.2,1397.2,Bramenwies,Montalbano,2,2
Point (967263.72488334437366575 6015239.69875477999448776),40,2022-06-10 13:37:53,4.19,Strickhof,v3.0,20692,0,13,0,,15.7,15.7,1514.4,Bramenwies,Montalbano,2,2
Point (967280.67875057994388044 6015227.23999743815511465),41,2022-06-17 13:50:46,4.74,Strickhof,v3.0,20755,0,13,0,,22.9,22.9,1662.4,Bramenwies,Montalbano,2,2
Point (967290.29869395913556218 6015354.92586345039308071),42,2022-03-11 14:36:50,0.2091011907,Strickhof,v2.0,13487,13520,12,50.18428578,,5.7,5.7,394.2,Bramenwies,Montalbano,3,3
Point (967296.94214661291334778 6015357.1886155353859067),43,2022-03-30 14:13:00,0.7395323096,Strickhof,v2.0,15079,15016,13,192.2784005,Maybe weight of the bag was 5.2 g,9.4,9.4,573,Bramenwies,Montalbano,3,3
Point (967293.24719260877463967 6015353.29088746756315231),44,2022-03-18 14:32:09,0.09942144474,Strickhof,v2.0,13554,13617,14,27.83800453,,7.5,7.5,452,Bramenwies,Montalbano,3,3
Point (967272.12250608077738434 6015351.12471722438931465),45,2022-04-26 13:48:28,0.6465777719,Strickhof,v2.1,17162,17477,15,190.3476618,Two-times 50cm used for biomass sample,8.1,8.1,805.4,Bramenwies,Montalbano,3,3
Point (967286.743700334103778 6015354.0359397754073143),46,2022-05-06 10:50:52,4.19,Strickhof,v3.0,17225,0,13,0,No red dot,11.2,11.2,919.6,Bramenwies,Montalbano,3,3
Point (967290.72790578776039183 6015358.54764679819345474),47,2022-05-13 13:08:36,3.83,Strickhof,v3.0,17288,0,15,0,,17,17,1035.8,Bramenwies,Montalbano,3,3
Point (967275.91076700401026756 6015360.2654074290767312),48,2022-05-20 13:47:09,5.33,Strickhof,v3.0,21008,0,15,0,,23,23,1175.6,Bramenwies,Montalbano,3,3
Point (967297.74458611861336976 6015357.31279097124934196),49,2022-05-27 10:25:03,4.66,Strickhof,v3.0,20223,0,15,0,,16.4,16.4,1292.9,Bramenwies,Montalbano,3,3
Point (967290.64392956055235118 6015363.21802489459514618),50,2022-06-03 13:02:35,5.37,Strickhof,v3.0,20286,0,15,0,,18.2,18.2,1397.2,Bramenwies,Montalbano,3,3
Point (967271.03081512509379536 6015355.65022000018507242),51,2022-06-10 13:46:48,4.66,Strickhof,v3.0,20693,0,13,0,,15.7,15.7,1514.4,Bramenwies,Montalbano,3,3
Point (967292.27680064819287509 6015355.63642273098230362),52,2022-06-17 14:00:30,4.7,Strickhof,v3.0,20756,0,13,0,,22.9,22.9,1662.4,Bramenwies,Montalbano,3,3
Point (967387.33789002429693937 6015432.98425341490656137),53,2022-03-11 14:54:49,0.1513213665,Strickhof,v2.0,13486,13519,12,36.31712796,,5.7,5.7,394.2,Bramenwies,Montalbano,1,1
Point (967383.71758155571296811 6015440.26927913911640644),54,2022-03-18 15:08:05,0.2290921907,Strickhof,v2.0,13555,13618,13,59.56396959,,7.5,7.5,452,Bramenwies,Montalbano,1,1
Point (967389.09206010692287236 6015430.32135728467255831),55,2022-04-13 13:04:46,0.2240369755,Strickhof,v2.1,17037,17604,14,172.828524,,16,16,667.8,Bramenwies,Montalbano,1,1
Point (967368.32193987222854048 6015443.11154462303966284),56,2022-04-26 14:08:59,0.6873964983,Strickhof,v2.1,17163,17478,13,176.4820477,Two-times 50cm used for biomass sample,8.1,8.1,805.4,Bramenwies,Montalbano,1,1
Point (967388.88678488461300731 6015431.52173004951328039),57,2022-05-06 11:10:35,3.17,Strickhof,v3.0,17226,0,15,0,No red dot,11.2,11.2,919.6,Bramenwies,Montalbano,1,1
Point (967388.68150966218672693 6015433.12912602629512548),58,2022-05-13 13:19:52,3.26,Strickhof,v3.0,17289,0,13,0,,17,17,1035.8,Bramenwies,Montalbano,1,1
Point (967389.12938287470024079 6015433.73621127940714359),59,2022-05-20 13:54:36,4.71,Strickhof,v3.0,21009,0,15,0,,23,23,1175.6,Bramenwies,Montalbano,1,1
Point (967392.2365032872185111 6015443.15983554907143116),60,2022-05-27 10:33:03,3.02,Strickhof,v3.0,20224,0,15,0,,16.4,16.4,1292.9,Bramenwies,Montalbano,1,1
Point (967379.45345534395892173 6015430.19028210919350386),61,2022-06-03 13:09:01,6.45,Strickhof,v3.0,20287,0,15,0,,18.2,18.2,1397.2,Bramenwies,Montalbano,1,1
Point (967378.84696036868263036 6015428.76225267443805933),62,2022-06-10 13:57:38,5.36,Strickhof,v3.0,20694,0,14,0,,15.7,15.7,1514.4,Bramenwies,Montalbano,1,1
Point (967385.49041302222758532 6015438.45492083206772804),63,2022-06-17 14:11:20,5.72,Strickhof,v3.0,20757,0,13,0,,22.9,22.9,1662.4,Bramenwies,Montalbano,1,1
Point (967253.55442914145532995 6014253.16691564116626978),64,2022-03-11 14:46:26,0.3236896082,Strickhof,v2.0,0,13525,13,84.15929812,,5.7,5.7,420.4,Fluegenrain,Cadlimo,0,0
Point (967237.67359147756360471 6014229.56282760389149189),65,2022-03-30 16:20:39,0.6285395007,Strickhof,v2.0,0,14880,14,175.9910602,Maybe weight of the bag was 5.2 g,9.4,9.4,599.2,Fluegenrain,Cadlimo,0,0
Point (967239.54906055540777743 6014228.63853090070188046),66,2022-05-13 13:41:00,4.41,Strickhof,v3.0,14955,0,15,0,,17,17,1062,Fluegenrain,Cadlimo,0,0
Point (967244.90487772284541279 6014225.62422069534659386),67,2022-05-20 14:20:08,5.33,Strickhof,v3.0,15081,0,12,0,,23,23,1201.8,Fluegenrain,Cadlimo,0,0
Point (967242.13822546286974102 6014227.23356791213154793),68,2022-05-06 14:06:45,4.032,Strickhof,v3.0,14817,0,15,0,"Data was added later, due to data loss",11.2,11.2,945.8,Fluegenrain,Cadlimo,0,0
Point (967238.78394381725229323 6014243.3514147587120533),69,2022-05-27 10:50:32,5.11,Strickhof,v3.0,17038,0,14,0,,16.4,16.4,1319.1,Fluegenrain,Cadlimo,0,0
Point (967237.25371034082490951 6014236.13637341558933258),70,2022-06-03 13:24:53,6.88,Strickhof,v3.0,17101,0,15,0,,18.2,18.2,1423.4,Fluegenrain,Cadlimo,0,0
Point (967239.01721111545339227 6014229.56282760389149189),71,2022-06-10 14:16:06,5.86,Strickhof,v3.0,17164,0,12,0,,15.7,15.7,1540.6,Fluegenrain,Cadlimo,0,0
Point (967247.01361409889068455 6014234.37744934018701315),72,2022-06-17 15:48:56,5.66,Strickhof,v3.0,17227,0,12,0,,22.9,22.9,1688.6,Fluegenrain,Cadlimo,0,0
Point (967333.33184513717424124 6014252.58750417456030846),73,2022-03-11 15:01:47,0.4048672885,Strickhof,v2.0,0,13524,13,105.265495,,5.7,5.7,420.4,Fluegenrain,Cadlimo,2,2
Point (967317.27372432698030025 6014246.55886814650148153),74,2022-03-30 16:31:08,1.134216856,Strickhof,v2.0,0,14881,13,294.8963826,Maybe weight of the bag was 5.2 g,9.4,9.4,599.2,Fluegenrain,Cadlimo,2,2
Point (967311.20877457282040268 6014251.48386340029537678),75,2022-04-26 16:29:00,1.460565428,Strickhof,v2.1,13557,17543,13,219.4868046,Two-times 50cm used for biomass sample,8.1,8.1,831.6,Fluegenrain,Cadlimo,2,2
Point (967326.1192202758975327 6014250.4698935579508543),76,2022-05-13 13:52:05,6.25,Strickhof,v3.0,14956,0,13,0,,17,17,1062,Fluegenrain,Cadlimo,2,2
Point (967330.83121970016509295 6014250.39401827100664377),77,2022-05-20 14:23:30,5.75,Strickhof,v3.0,15082,0,13,0,,23,23,1201.8,Fluegenrain,Cadlimo,2,2
Point (967328.24079155980143696 6014250.47895688936114311),78,2022-05-06 00:00:00,5.126,Strickhof,v3.0,14818,0,13,0,"Data was added later, due to data loss",11.2,11.2,945.8,Fluegenrain,Cadlimo,2,2
Point (967323.23603646969422698 6014264.68617542367428541),79,2022-05-27 10:57:11,6.09,Strickhof,v3.0,17039,0,14,0,,16.4,16.4,1319.1,Fluegenrain,Cadlimo,2,2
Point (967328.93708923854865134 6014247.37280274368822575),80,2022-06-03 13:30:02,7.19,Strickhof,v3.0,17102,0,14,0,,18.2,18.2,1423.4,Fluegenrain,Cadlimo,2,2
Point (967326.90299839794170111 6014251.44247687421739101),81,2022-06-10 14:27:43,5.65,Strickhof,v3.0,17165,0,12,0,,15.7,15.7,1540.6,Fluegenrain,Cadlimo,2,2
Point (967328.12531904072966427 6014253.1462223744019866),82,2022-06-17 15:57:26,6.51,Strickhof,v3.0,17228,0,12,0,,22.9,22.9,1688.6,Fluegenrain,Cadlimo,2,2
Point (967358.98191725090146065 6014292.10483445320278406),83,2022-03-11 15:15:35,0.3458428499,Strickhof,v2.0,0,13523,13,89.91914097,,5.7,5.7,420.4,Fluegenrain,Cadlimo,1,1
Point (967369.15237145405262709 6014299.75448336731642485),84,2022-03-30 16:43:55,0.9040470801,Strickhof,v2.0,0,14882,15,271.214124,Maybe weight of the bag was 5.2 g,9.4,9.4,599.2,Fluegenrain,Cadlimo,1,1
Point (967370.75725046580191702 6014301.46513617038726807),85,2022-05-13 14:04:05,4.77,Strickhof,v3.0,14957,0,15,0,,17,17,1062,Fluegenrain,Cadlimo,1,1
Point (967364.67363932798616588 6014295.58821747545152903),86,2022-05-20 14:30:32,4.15,Strickhof,v3.0,15083,0,13,0,,23,23,1201.8,Fluegenrain,Cadlimo,1,1
Point (967367.88092468155082315 6014298.18224554043263197),87,2022-05-06 00:00:00,4.307,Strickhof,v3.0,14819,0,15,0,"Data was added later, due to data loss",11.2,11.2,945.8,Fluegenrain,Cadlimo,1,1
Point (967363.59127906418871135 6014314.95723220333456993),88,2022-05-27 11:06:27,5.46,Strickhof,v3.0,17040,0,14,0,,16.4,16.4,1319.1,Fluegenrain,Cadlimo,1,1
Point (967358.19813912897370756 6014298.1128088217228651),89,2022-06-03 13:35:46,5.85,Strickhof,v3.0,17103,0,14,0,,18.2,18.2,1423.4,Fluegenrain,Cadlimo,1,1
Point (967354.32590197818353772 6014305.51414233166724443),90,2022-06-10 14:38:02,5.04,Strickhof,v3.0,17166,0,12,0,,15.7,15.7,1540.6,Fluegenrain,Cadlimo,1,1
Point (967361.79045552178286016 6014306.85921293962746859),91,2022-06-17 16:06:19,5.22,Strickhof,v3.0,17229,0,12,0,,22.9,22.9,1688.6,Fluegenrain,Cadlimo,1,1
Point (966235.38932581141125411 6014731.18078817427158356),92,2022-03-11 15:50:42,0.2518860407,Strickhof,v2.0,0,13518,13,65.49037059,,5.7,5.7,394.2,Hohrueti,Montalbano,0,0
Point (966236.81692167674191296 6014735.53351343329995871),93,2022-03-30 16:03:05,0.863334738,Strickhof,v2.0,0,14875,13,224.4670319,Maybe weight of the bag was 5.2 g,9.4,9.4,573,Hohrueti,Montalbano,0,0
